0,-263.664398,2479.968018,-6806.323730,523.599487,1.000000,0.200000,0.000000,10.000000,-1.000000,0.000000,0.000000,90.000000
2,2183.302979,2765.231934,-3399.500244,224.599884,1.000000,0.800000,0.494118,5.000000,-0.847510,0.025572,0.530167,90.000000
2,-1435.859741,2287.933838,-7952.933594,447.199860,1.000000,1.000000,1.000000,5.000000,-0.097086,-0.749710,0.654616,90.000000
2,426.664185,1986.224365,-5398.458496,286.399963,1.000000,1.000000,1.000000,5.000000,-0.354028,-0.106080,0.929200,90.000000
2,1823.314575,3788.078125,-670.967773,258.399902,1.000000,0.800000,0.498039,5.000000,-0.926967,0.277230,0.252738,90.000000
0,885.388000,2517.587402,-5476.823730,250.000000,1.000000,0.800000,0.498039,5.000000,0.000000,0.000000,1.000000,90.000000
0,-939.955811,3163.933350,-8055.793945,250.000000,1.000000,0.800000,0.498039,5.000000,0.000000,0.000000,1.000000,90.000000
0,-1739.089844,2400.699951,-4473.516602,250.000000,1.000000,0.800000,0.494118,5.000000,0.000000,0.000000,1.000000,90.000000
2,1881.903076,4394.676270,-359.471588,286.399963,1.000000,1.000000,1.000000,5.000000,0.042535,-0.225664,0.973276,90.000000
2,140.232635,3188.916016,-10031.852539,286.399963,1.000000,1.000000,1.000000,5.000000,0.574431,-0.346532,0.741584,90.000000
2,489.098206,2847.411621,-1473.902710,132.399918,1.000000,0.800000,0.494118,10.000000,-0.139928,-0.014841,-0.990063,90.000000
2,161.857239,2853.157227,-1762.117310,132.399918,1.000000,0.800000,0.494118,10.000000,0.976317,-0.162053,0.143360,90.000000
0,361.371155,3017.081787,-1652.468018,250.000000,1.000000,0.800000,0.494118,5.000000,-1.000000,0.000000,0.000000,90.000000
0,-1295.889526,1447.272339,-4279.017578,250.000000,1.000000,0.800000,0.494118,3.000000,-1.000000,0.000000,0.000000,90.000000
0,-2041.933105,3006.715332,-4834.748047,154.400024,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
0,-2222.565918,3009.020996,-4835.083008,154.400024,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
0,38.651241,1796.208252,-2162.888428,250.000000,1.000000,1.000000,1.000000,5.000000,-1.000000,0.000000,0.000000,90.000000
0,-1656.434082,2696.702637,-715.940430,250.000000,1.000000,1.000000,1.000000,3.000000,0.000000,0.000000,1.000000,90.000000
0,-1656.496460,2695.748779,-532.892395,250.000000,1.000000,1.000000,1.000000,3.000000,0.000000,0.000000,1.000000,90.000000
0,-2876.313721,1802.946411,-988.967407,250.000000,1.000000,1.000000,1.000000,3.000000,0.000000,0.000000,1.000000,90.000000
0,-547.410889,2190.729980,931.727905,250.000000,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
0,-891.068420,2194.543701,849.286560,250.000000,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
0,382.650238,1876.521851,-2203.904541,250.000000,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
0,2288.286865,1754.184082,-2445.024414,250.000000,1.000000,1.000000,1.000000,5.000000,0.000000,0.000000,1.000000,90.000000
