@platform
0.000000,0.000000,0.000000,251.259995,50.000000,1500.000000,1.000000,0.000000,0.000000,0.000000,51,76,255,255
745.000000,151.000000,-1250.000000,500.000000,50.000000,250.000000,0.988771,0.000000,0.000000,0.149438,255,0,0,255
1456.000000,296.000000,-1200.000000,250.000000,50.000000,250.000000,1.000000,0.000000,0.000000,0.000000,0,255,0,255
0.000000,-500.000000,500.000000,250.000000,50.000000,1500.000000,1.000000,0.000000,0.000000,0.000000,51,76,255,255
-749.000000,101.000000,500.000000,500.000000,50.000000,250.000000,0.995004,0.000000,0.000000,-0.099833,51,76,255,255
-1475.000000,198.699997,274.679779,250.000000,50.000000,1734.498413,1.000000,0.000000,0.000000,0.000000,127,76,255,255
749.500000,374.979797,500.000000,502.339905,934.580261,1498.020264,1.000000,0.000000,0.000000,0.000000,255,127,51,255
-2.274409,106.173096,1756.566406,247.100037,32.539986,259.619598,0.985466,-0.169872,0.000000,0.000000,0,0,255,255
599.640442,201.970673,2129.902100,850.180298,21.500008,140.199951,1.000000,0.000000,0.000000,0.000000,0,0,255,255
-710.663574,409.221191,-1313.083740,537.460022,28.259998,148.979904,0.984247,-0.003007,0.001814,0.176770,0,0,255,255
16.488775,600.425842,-856.501038,232.599991,21.060001,609.419800,1.000000,0.000000,0.000000,0.000000,0,0,255,255
4.012583,675.299011,-35.901634,102.379898,20.000000,217.380020,0.985787,-0.168000,-0.000957,-0.000292,0,0,255,255
-20.811871,745.083618,315.989532,265.079773,21.660000,153.119980,1.000000,0.000000,0.000000,0.000000,0,0,255,255
-345.648468,746.053284,231.211670,174.860001,19.799999,171.560043,0.961192,0.001984,-0.275878,0.000164,0,0,255,255
-800.358948,852.598572,-44.342022,366.340118,19.820000,164.200027,0.952906,0.039143,-0.265987,-0.140323,0,0,255,255
