@cobblestone
-642.601929,130.407593,-298.675751,195.996002,49.759998,788.098267,0.991560,0.129622,0.003182,-0.000348,255,255,255,255
307.632111,132.721085,-313.046997,195.996002,51.222000,791.536133,0.991560,0.129622,0.003182,-0.000348,255,255,255,255
303.126862,335.821960,-1220.379517,196.820007,49.660004,143.413757,0.999995,-0.000250,0.003370,-0.000049,255,255,255,255
-650.684082,332.843292,-1376.151978,196.820007,49.660004,316.173859,0.999995,-0.000250,0.003370,-0.000049,255,255,255,255
352.737976,335.873169,-1397.683594,196.820007,49.660004,155.237793,0.964916,-0.000613,-0.262566,-0.000062,255,255,255,255
956.652649,602.108582,-2421.721924,196.820007,49.460003,1081.720947,0.957422,0.119726,-0.260859,0.031148,255,255,255,255
-761.681580,332.343628,-1887.140869,323.112061,49.660004,164.723267,0.869456,-0.000563,-0.494014,0.000015,255,255,255,255
-1458.348633,735.187500,-3058.925293,1132.311890,49.660004,164.723267,0.854570,0.090183,-0.486560,-0.157615,255,255,255,255
-67.587929,631.128479,-3073.739502,382.400146,49.460003,386.473969,0.999995,-0.000250,0.003370,-0.000049,255,255,255,255
-668.430969,632.749084,-3817.279541,382.400146,49.460003,690.853943,0.916047,0.000414,0.401075,-0.000888,255,255,255,255
288.316498,630.891541,-3616.246826,382.400146,49.460003,386.473969,0.916130,0.000018,0.400883,-0.001075,255,255,255,255
977.181885,823.412415,-4368.904297,687.380066,49.460003,386.473969,0.905192,0.058583,0.399882,0.131505,255,255,255,255
-2073.791260,1158.424683,-4095.381348,149.932098,49.660004,164.723267,0.867938,0.032523,-0.492559,-0.054917,255,255,255,255
-2315.449707,1177.290405,-4499.988281,323.112061,49.660004,164.723267,0.869505,0.000898,-0.493926,0.000845,255,255,255,255
-1882.337524,1178.817505,-4934.287109,171.392075,49.660004,438.063232,0.869505,0.000898,-0.493926,0.000845,255,255,255,255
@yuki-building-1
-1063.259033,403.656433,-355.645844,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
-1058.069824,402.582550,177.260193,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
-1066.188843,672.233948,-889.160522,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
-1071.223877,673.653748,-1417.504883,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
710.778809,400.229584,168.902924,575.039978,575.039978,575.039978,0.705146,0.000653,0.709063,0.000758,255,229,204,255
708.353210,401.420685,-364.611542,575.039978,575.039978,575.039978,0.705146,0.000653,0.709063,0.000758,255,229,204,255
704.733948,670.029053,-890.413635,575.039978,575.039978,575.039978,0.705146,0.000653,0.709063,0.000758,255,229,204,255
-1287.852661,1464.677612,-346.717529,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
-1282.542480,1463.271484,184.136490,575.039978,575.039978,575.039978,0.710526,0.000953,-0.703671,-0.000840,255,229,204,255
1345.301880,1040.014160,-2260.854248,629.020142,629.020142,629.020142,0.868684,0.000471,0.495368,-0.000090,255,229,204,255
424.615845,1178.743530,-4696.326660,629.020142,629.020142,629.020142,-0.402907,0.000953,0.915239,0.002238,255,229,204,255
817.196533,1178.353638,-5126.000000,629.020142,629.020142,629.020142,-0.402907,0.000953,0.915239,0.002238,255,229,204,255
@yuki-building-2
1032.862915,747.141113,-1604.142578,574.019958,574.019958,574.019958,0.867590,-0.001730,0.497279,-0.000021,255,229,204,255
1770.057983,1075.491577,-2846.871582,574.019958,574.019958,574.019958,0.867590,-0.001730,0.497279,-0.000021,255,229,204,255
-1425.143921,703.964783,-2110.843018,574.019958,574.019958,574.019958,0.493536,-0.000558,0.869726,-0.001962,255,229,204,255
-93.942650,995.929321,-4197.647461,574.019958,574.019958,574.019958,0.364533,-0.000190,0.931192,-0.001820,255,229,204,255
-1802.164307,971.643188,-2744.219971,574.019958,574.019958,574.019958,0.493536,-0.000558,0.869726,-0.001962,255,229,204,255
